,source,barrel,bullet,land,score_left_rollapply,score_right_rollapply,score_left_rlo,score_right_rlo,score_left_quadratic,score_right_quadratic,Notes
83,Unknowns/Bullet 'U'/HS44 - Unknown; Bullet U; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'U',Land 4,-1.608895816,-46.75485027,21.15076006,12.86598349,353.1515189,108.2997525,
84,Unknowns/Bullet 'H'/HS44 - Unknown; Bullet H; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'H',Land 1,5737.428879,18.27336468,-50.86799264,-35.58949466,-49.64799986,-32.99381246,
85,Unknowns/Bullet 'U'/HS44 - Unknown; Bullet U; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'U',Land 1,-89.54758136,-105.3307964,1.544469795,-218.3508838,206.8147257,-156.2431062,
86,Barrel 3/Bullet 2/HS44 - Barrel 3; Bullet 2; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 2,Land 4,-2.307315141,21375.15866,46.32847509,38.69164874,138.2388601,95.6489089,
87,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 2,Land 5,-218.365144,37.54869146,-51.7412373,-2.278089318,-3.052080617,37.54869146,
88,Unknowns/Bullet 'E'/HS44 - Barrel 10; Bullet E; Land 5 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'E',Land 5,-166.4761893,642.1063269,-61.52753881,-774.7686945,-19.41245864,-613.7385798,
89,Barrel 9/Bullet 1/HS44 - Barrel 9 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 1,Land 1,-62.14717628,12.73388807,-15.04248724,12.73388807,-9.8423162,12.73388807,
90,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 2,Land 4,-183.7308131,318.3349611,-155.8951584,318.3349611,-154.1621868,318.3349611,
91,Unknowns/Bullet 'S'/HS44 - Unknown; Bullet S; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'S',Land 1,2.268932977,1.763487618,6.158428842,1.763487618,311.2033422,1.763487618,
92,Unknowns/Bullet 'O'/HS44 - Unknown; Bullet O; Land 3 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'O',Land 3,50.37339168,677.5323906,9.894551489,3.404953358,62.59196829,23.75450753,
93,Barrel 5/Bullet 1/HS44 - Barrel 5 - Bullet 1 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 1,Land 5,30.68350858,-3.171376032,-5.878026873,-3.171376032,14.07700382,-3.171376032,
94,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'T',Land 4,-32.52685523,-70.41927887,-5.971090686,-155.1311508,6.000341379,-138.8659782,
95,Barrel 9/Bullet 1/HS44 - Barrel 9 - Bullet 1 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 1,Land 4,25.00215469,1144.462841,9.594555641,-63.41989455,47.42689119,-23.55153076,
96,Barrel 8/Bullet 2/HS44 - Barrel 8 - Bullet 2 - Land 3 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 2,Land 3,3466.562386,-834.2556083,6.775808504,-834.2556083,33.39423171,-834.2556083,
97,Barrel 8/Bullet 1/HS44 - Barrel 8 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 1,Land 1,44.22400618,939.5128303,17.42025015,376.7009353,132.6874536,376.7009353,
98,Barrel 10/Bullet 2/HS44 - Barrel 10; Bullet 2; Land 4 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 2,Land 4,-8.5876827,-17.17661003,37.8525627,7.836236348,96.89354592,85.13593975,
99,Unknowns/Bullet 'E'/HS44 - Barrel 10; Bullet E; Land 6 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'E',Land 6,-47.81966556,8.759198442,-103.1607969,3.000556687,-5.417104865,16.35648304,
100,Barrel 10/Bullet 1/HS44 - Barrel 10; Bullet 1; Land 2 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 1,Land 2,-873.5104209,8347.792065,-296.8465488,-76.52350728,-303.7902821,-0.531187962,
101,Barrel 7/Bullet 1/HS44 - Barrel 7; Bullet 1; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 7,Bullet 1,Land 2,-170.6460779,0,-12.48467543,18.89175751,-12.48467543,5.008508754,
102,Unknowns/Bullet 'H'/HS44 - Unknown; Bullet H; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'H',Land 4,-36.58019514,-416.1916334,14.75210917,-416.1916334,196.7458907,-416.1916334,
103,Barrel 6/Bullet 2/HS44 - Barrel 6 - Bullet 2 - Land 2 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 2,Land 2,-79.41626042,571.7704083,-3.249131957,-23.14115749,16.96420056,43.23084622,
104,Unknowns/Bullet 'I'/HS44 - Unknown; Bullet I; Land 3 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'I',Land 3,-49.5884379,-97.5451399,-4.288271521,-98.23820491,302.2224777,-63.5896871,
105,Barrel 9/Bullet 1/HS44 - Barrel 9 - Bullet 1 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 1,Land 2,-141.1856339,0,13.63840508,-157.8042485,80.42147738,-4.767881358,
106,Barrel 5/Bullet 1/HS44 - Barrel 5 - Bullet 1 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 1,Land 4,-543.3543555,-48.58950108,-201.3944661,-48.58950108,-201.3944661,-48.58950108,
107,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 3 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'P',Land 3,-56.01447359,27.77582868,-12.00473037,27.77582868,47.11956918,27.77582868,
108,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 5 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 2,Land 5,-0.389400311,0,-0.089058925,1.426300131,-0.089058925,1.426300131,
109,Unknowns/Bullet 'S'/HS44 - Unknown; Bullet S; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'S',Land 5,-19.16767243,-339.1740478,-10.32304616,-1.991117907,10.57713004,-1.991117907,
110,Unknowns/Bullet 'F'/HS44 - Unknown; Bullet F; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'F',Land 6,20.64673059,0,9.877389339,2.361144749,38.4007626,2.361144749,
111,Unknowns/Bullet 'I'/HS44 - Unknown; Bullet I; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'I',Land 4,26.1997105,-311.0927041,4.847224139,-311.0927041,10.04405334,-311.0927041,
112,Unknowns/Bullet 'X'/HS44 - Unknown; Bullet X; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'X',Land 1,-119.9358958,135.2270564,-701.5110539,4.654969916,-705.1961204,91.37539373,
113,Barrel 5/Bullet 1/HS44 - Barrel 5 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 1,Land 1,-4.450367688,1740.278803,4.816544263,1239.55326,28.39637295,1250.363907,
114,Unknowns/Bullet 'E'/HS44 - Barrel 10; Bullet E; Land 2 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'E',Land 2,-99.17944366,169.2128293,2.504852149,-127.9417708,132.0989032,3693.205658,
115,Unknowns/Bullet 'K'/HS44 - Unknown; Bullet K; Land 2 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'K',Land 2,-37.36651898,0,12.98280214,-156.7899458,33.8399634,-139.938339,
116,Barrel 4/Bullet 1/HS44 - Barrel 4; Bullet1; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 1,Land 1,0,0,0.202512792,-0.515638182,0.202512792,-0.515638182,
117,Barrel 10/Bullet 2/HS44 - Barrel 10; Bullet 2; Land 6 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 2,Land 6,795.6488677,47.65533377,110.6135548,78.59888255,110.6135548,109.2444585,
118,Barrel 1/Bullet 1/HS44 - Barrel 1 - Bullet 1 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 1,Land 2,-34.27795192,-1061.099164,-0.636226812,-1057.355556,27.80147377,-1061.099164,
119,Barrel 6/Bullet 2/HS44 - Barrel 6 - Bullet 2 - Land 5 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 2,Land 5,1.610923001,99.55508307,31.0778948,11.18486429,136.2378407,122.5264101,
120,Barrel 3/Bullet 2/HS44 - Barrel 3; Bullet 2; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 2,Land 1,1042.641878,0,25.17613815,0.000364409,3.231363265,0.000364409,
121,Barrel 3/Bullet 2/HS44 - Barrel 3; Bullet 2; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 2,Land 2,-35.93883867,-13.46105181,1.201311461,8.57545147,1.201311461,8.57545147,
122,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 3 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 2,Land 3,-668.1755359,-341.1265022,-2929.410023,-370.4710191,-9.742000662,-336.5845488,
123,Barrel 10/Bullet 1/HS44 - Barrel 10; Bullet 1; Land 6 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 10,Bullet 1,Land 6,-13.5654139,-18.36061522,5.439710007,0.246769493,20.33380345,0.246769493,
124,Barrel 7/Bullet 2/HS44 - Barrel 7 - Bullet 2 - Land 6 -Sneox2 - 20x - auto light left image + 20 perc. - Threshold 2 - Resolution 4 - Connor Hergenreter.dat,Barrel 7,Bullet 2,Land 6,99.06547231,0,6.878794246,-0.114733679,1.80099283,-0.114733679,
125,Barrel 2/Bullet 2/HS44 - Barrel 2 - Bullet 2 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 2,Land 5,-259.1097263,61.35156065,-49.02359973,47.81023191,36.03381053,61.35156065,
126,Barrel 10/Bullet 2/HS44 - Barrel 10; Bullet 2; Land 3 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 2,Land 3,-68.61678556,0,-12.5291359,-55.02741752,-13.25684005,-60.31700114,
127,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 3 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 2,Land 3,3261.874256,607.3059811,2.894543491,5.816816638,2.894543491,19.55615861,
128,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 2,Land 4,-256.6434398,1477.079985,-1885.530313,-0.244349468,-3.259513652,-0.244349468,
129,Barrel 1/Bullet 2/HS44 - Barrel 1 - Bullet 2 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 2,Land 5,-114.9771149,-8.393649386,1.758730631,-4.096003763,53.77289719,269.7443996,
130,Unknowns/Bullet 'H'/HS44 - Unknown; Bullet H; Land 5 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'H',Land 5,-64.78044955,-2.252983182,19.54194794,19.34410588,77.94597753,2207.15239,
131,Unknowns/Bullet 'I'/HS44 - Unknown; Bullet I; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'I',Land 2,8366.018218,-212.1025756,-108.3021427,-76.64403619,-106.8346369,-73.48708813,
132,Barrel 1/Bullet 1/HS44 - Barrel 1 - Bullet 1 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 1,Land 6,-824.1839636,-371.5112821,-165.0930372,232.7855738,2783.999065,250.1788292,
133,Unknowns/Bullet 'L'/HS44 - Unknown; Bullet L; Land 2 - Sneox1 - 20x - auto light left image + 20 perc - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'L',Land 2,-1.230087407,-81.6144644,2.231541205,-0.141082544,71.19745595,-0.141082544,
134,Barrel 1/Bullet 1/HS44 - Barrel 1 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 1,Land 1,-162.4761395,6384.651345,5.75692055,-46.63193674,50.62916824,22.07905803,
135,Unknowns/Bullet 'S'/HS44 - Unknown; Bullet S; Land 3 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'S',Land 3,-188.7949147,-69.17463896,-63.21033975,-30.52400431,8252.782357,732.6574509,
136,Barrel 3/Bullet 2/HS44 - Barrel 3; Bullet 2; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 2,Land 6,122.080562,258.9690368,79.39972589,-210.8634016,35.01410331,-210.8634016,
137,Barrel 6/Bullet 2/HS44 - Barrel 6 - Bullet 2 - Land 3 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 2,Land 3,58.95011973,85.61331551,6.307552093,8.041124048,64.16941245,113.6424551,
138,Barrel 2/Bullet 1/HS44 - Barrel 2 - Bullet 1 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 1,Land 4,108.4772285,0,-49.22829156,-70.12567646,23.64655963,-5.704311805,
139,Barrel 9/Bullet 1/HS44 - Barrel 9 - Bullet 1 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 1,Land 5,-14.69981617,-324.2660763,-2.50801727,-197.6865029,94.0666415,-324.2660763,
140,Barrel 2/Bullet 2/HS44 - Barrel 2 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 2,Land 1,-117.3223112,4.23136922,-42.09088533,-34.77673687,-12.67025772,4.23136922,
141,Unknowns/Bullet 'E'/HS44 - Barrel 10; Bullet E; Land 4 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'E',Land 4,179.2807262,-927.3836725,251.3548696,-984.0270366,78.49806755,-927.3836725,
142,Barrel 7/Bullet 2/HS44 - Barrel 7 - Bullet 2 - Land 4 -Sneox2 - 20x - auto light left image + 20 perc. - Threshold 2 - Resolution 4 - Connor Hergenreter.dat,Barrel 7,Bullet 2,Land 4,-198.1271988,-312.0534545,-3.350855317,-51.27162829,-3.350855317,-51.27162829,
143,Barrel 9/Bullet 2/HS44 - Barrel 9 - Bullet 2 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 2,Land 4,43.98150765,1207.673144,-6.179259984,18.57123318,16.68506446,1151.999782,
144,Unknowns/Bullet 'J'/HS44 - Unknown; Bullet J; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'J',Land 2,4752.389866,-9.916290643,8.669334471,-18.15839433,60.48939014,-9.916290643,
145,Barrel 6/Bullet 1/HS44 - Barrel 6 - Bullet 1 - Land 3 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 1,Land 3,-450.0624628,0,-66.14478753,36.23692298,-71.55473079,4.803270813,
146,Unknowns/Bullet 'I'/HS44 - Unknown; Bullet I; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'I',Land 6,3416.79768,244.4557161,1056.186349,3.102156943,707.6639876,122.539352,
147,Barrel 3/Bullet 1/HS44 - Barrel 3; Bullet 1; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 1,Land 6,58.69666031,487.7018494,4.136405983,2.705126115,55.77317246,7.350170488,
148,Barrel 10/Bullet 1/HS44 - Barrel 10; Bullet 1; Land 4 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 1,Land 4,-23.20028332,2941.705113,-14.1006004,-442.5158764,87.53194234,-442.5158764,
149,Unknowns/Bullet 'U'/HS44 - Unknown; Bullet U; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'U',Land 6,-17.56433182,142.8678976,5.304947027,20.6113889,60.59139314,36.25658764,
150,Unknowns/Bullet 'J'/HS44 - Unknown; Bullet J; Land 3 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'J',Land 3,39.25826492,-198.7965227,-227.7820505,-198.7965227,-172.1536478,-198.7965227,
151,Barrel 6/Bullet 1/HS44 - Barrel 6 - Bullet 1 - Land 4 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 1,Land 4,-16.91353692,21.93864199,5.430411603,-8.000842464,26.79487394,128.7121089,
152,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'T',Land 1,14.41571094,26.22871826,1.967134803,6.306863773,38.32662943,42.6422956,
153,Barrel 7/Bullet 2/HS44 - Barrel 7 - Bullet 2 - Land 1 -Sneox2 - 20x - auto light left image + 20 perc. - Threshold 2 - Resolution 4 - Connor Hergenreter.dat,Barrel 7,Bullet 2,Land 1,13.69188686,0,3.283240758,-16.94343448,100.8554445,-3.496228458,
154,Barrel 7/Bullet 1/HS44 - Barrel 7; Bullet 1; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 7,Bullet 1,Land 4,87.29114267,1044.828726,12.2727202,2.695767002,3.040711399,93.11701785,
155,Barrel 10/Bullet 1/HS44 - Barrel 10; Bullet 1; Land 5 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10,Bullet 1,Land 5,-24.74486347,181.2391048,2.269682693,-3.384784407,106.1136635,23.59930601,
156,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'P',Land 6,-255.2017709,-242.8797987,-771.8500249,-242.8797987,-792.2216026,-242.8797987,
157,Unknowns/Bullet 'H'/HS44 - Unknown; Bullet H; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'H',Land 6,-16.10578354,-114.6592911,2.542117007,-246.4972261,81.53293642,-246.4972261,
158,Barrel 8/Bullet 2/HS44 - Barrel 8 - Bullet 2 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 2,Land 4,6.704471723,-277.3429151,14.79001276,-277.3429151,65.68222851,-277.3429151,
159,Unknowns/Bullet 'O'/HS44 - Unknown; Bullet O; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'O',Land 1,128.1518952,-405.7019228,84.55381621,-405.7019228,35.1163633,-405.7019228,
160,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'P',Land 4,-5.920570219,0,-0.814936737,-0.947654637,24.67177687,-0.947654637,
161,Unknowns/Bullet 'X'/HS44 - Unknown; Bullet X; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'X',Land 5,25.58897111,51.47626412,-1.100160311,-0.065411516,-1.100160311,-0.065411516,
162,Unknowns/Bullet 'Y'/HS44 - Unknown; Bullet Y; Land 2 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'Y',Land 2,-1149.263838,289.6976819,-319.9815468,-129.6304397,-222.2198346,-6.448845802,
163,Barrel 2/Bullet 2/HS44 - Barrel 2 - Bullet 2 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 2,Land 4,22.07178486,1086.613545,3.678769512,-90.10943136,80.82901451,1086.613545,
164,Unknowns/Bullet 'F'/HS44 - Unknown; Bullet F; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'F',Land 1,52.98779478,64.49541905,26.75688461,-246.6531525,79.82927661,-100.1864097,
165,Unknowns/Bullet 'Y'/HS44 - Unknown; Bullet Y; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'Y',Land 1,37.29740619,1514.693176,-0.016252659,144.1503096,45.64886126,60.89420786,
166,Barrel 2/Bullet 1/HS44 - Barrel 2 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 1,Land 1,30.00860653,1050.333149,6.071662098,-351.4754588,91.13906555,-347.6100302,
167,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 2,Land 1,10.69152873,-748.8341821,212.0119127,-782.7379105,267.2775787,-748.8341821,
168,Barrel 4/Bullet 1/HS44 - Barrel 4; Bullet1; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 1,Land 6,103.3177539,-135.4662306,-71.95962517,-112.1298001,-1.833109064,-110.0428139,
169,Unknowns/Bullet 'F'/HS44 - Unknown; Bullet F; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'F',Land 4,50.83595294,-40.63581692,-161.2768163,-40.63581692,-161.2768163,-40.63581692,
170,Barrel 9/Bullet 1/HS44 - Barrel 9 - Bullet 1 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 1,Land 6,-90.38409604,115.9294474,-84.67930246,36.0355117,-328.9037015,52.20367262,
171,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 3 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'T',Land 3,-91.48899113,0,41.68271379,3.553584998,203.0963063,3.553584998,
172,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 2 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'T',Land 2,-66.73067515,195.6215293,-41.12498163,-14.36832458,19.87459882,0.97721017,
173,Barrel 2/Bullet 1/HS44 - Barrel 2 - Bullet 1 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 1,Land 6,143.4719476,-78.45208085,61.04147284,-96.16222788,68.82134201,-78.45208085,
174,Unknowns/Bullet 'O'/HS44 - Unknown; Bullet O; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'O',Land 6,-563.6138514,0,-605.3092009,-9.384072463,-605.3092009,-5.605253215,
175,Barrel 2/Bullet 1/HS44 - Barrel 2 - Bullet 1 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2,Bullet 1,Land 5,-203.6537636,-223.0100124,-24.22036859,1.180465151,-1.966001939,-4.735427701,
